index,product_id,review_id,title,review,likes,dislikes,ratings,reviewer,clean_review,clean_review2,phone,camera,battery,delivery,processor,y
224,ECMB000039,ECMB0000390000225,Good,Average,0,0,3,Vishal  Kumar,average,['average'],0.8244413137435913,0.8582956194877625,0.9089235067367554,0.907703161239624,0.8417526483535767,0
17,ECMB000049,ECMB0000490000018,Fair,"I bought this phone for my mother. She loved the camera and all. The size of the phone makes it less handy. Even in the law network coverage area it detects the sim very fast.Though my mother loved the camera, I don't find it an amazing one, beautification features are really good, but the clarity is less, maybe my anticipation was high, and that may be the reason why I felt that way.With the experience of some 12 hours usage, battery is also seems good one.I'll try updating further experienc...",9,6,3,Dr.Telphin C Thomas,I buy phone mother love camera size phone make less handy even law network coverage area detect sim fastthough mother love camera I find amazing one beautification feature really good clarity less maybe anticipation high may reason I feel waywith experience 12 hour usage battery also seem good oneill try update experienc,"['i', 'buy', 'phone', 'mother', 'love', 'camera', 'size', 'phone', 'make', 'less', 'handy', 'even', 'law', 'network', 'coverage', 'area', 'detect', 'sim', 'fastthough', 'mother', 'love', 'camera', 'i', 'find', 'amazing', 'one', 'beautification', 'feature', 'really', 'good', 'clarity', 'less', 'maybe', 'anticipation', 'high', 'may', 'reason', 'i', 'feel', 'waywith', 'experience', '12', 'hour', 'usage', 'battery', 'also', 'seem', 'good', 'oneill', 'try', 'update', 'experienc']",0.9451572895050049,0.9048517346382141,0.9484592080116272,0.9646643400192261,0.8946148753166199,0
405,ECMB000038,ECMB0000380000406,Great product,"Super product. I write this, after using for 1month. Battery backup is good. Value for money",0,0,5,ARUN KUMAR,super product I write use 1month battery backup good value money,"['super', 'product', 'i', 'write', 'use', '1month', 'battery', 'backup', 'good', 'value', 'money']",0.9152787327766418,0.9204637408256531,0.9467872381210327,0.9256041646003723,0.9266826510429382,1
230,ECMB000036,ECMB0000360000231,Nice,Display is not 5.45 erect .It is its vertical measurement .,1,0,3,Sajad  Beigh,display 545 erect vertical measurement,"['display', '545', 'erect', 'vertical', 'measurement']",0.9182032346725464,0.9211010932922363,0.9482867121696472,0.9549765586853027,0.9033346772193909,0
166,ECMB000005,ECMB0000050000167,Good quality product,Value for money.,0,0,4,NIPON RANKHO,value money,"['value', 'money']",0.8976654410362244,0.8220078349113464,0.9090210795402527,0.9456941485404968,0.7979992628097534,1
90,ECMB000001,ECMB0000010000091,Fair,ok.ok product some times its hang,0,0,3,Salman Farisi,okok product time hang,"['okok', 'product', 'time', 'hang']",0.9115644693374634,0.9256971478462219,0.9235633015632629,0.9075914621353149,0.9348902702331543,0
646,ECMB000023,ECMB0000230000647,Decent product,"Xiaomi is a great brand & my Redmi 8’s performance is goodbut not excellent that I have thought before buying it on it's first flash sale.Display is great. I have no complaints about it's RAM,Processor,ROM and it's 5000mah battery (Battery gives 1.5 day backup), 12+2 MP Back Camera & 8 MP Front Camera is better than other phones (except any i Phones).But it is getting heat for 3 to 4 hours usage. However I'm very happy to have Redmi 8.Keep it up Xiaomi for making this types of smartphones.",0,0,3,Apurba  Debnath,xiaomi great brand redmi 8s performance goodbut excellent I think buy first flash saledisplay great I complaint ramprocessorrom 5000mah battery battery give 15 day backup 122 mp back camera 8 mp front camera well phone except I phonesbut get heat 3 4 hour usage however I happy redmi 8keep xiaomi make type smartphone,"['xiaomi', 'great', 'brand', 'redmi', '8s', 'performance', 'goodbut', 'excellent', 'i', 'think', 'buy', 'first', 'flash', 'saledisplay', 'great', 'i', 'complaint', 'ramprocessorrom', '5000mah', 'battery', 'battery', 'give', '15', 'day', 'backup', '122', 'mp', 'back', 'camera', '8', 'mp', 'front', 'camera', 'well', 'phone', 'except', 'i', 'phonesbut', 'get', 'heat', '3', '4', 'hour', 'usage', 'however', 'i', 'happy', 'redmi', '8keep', 'xiaomi', 'make', 'type', 'smartphone']",0.9405831694602966,0.9237897396087646,0.9515821933746338,0.9478333592414856,0.9234635233879089,0
30,ECMB000029,ECMB0000290000031,Fair,It is nice product. simple and handy a very good choice for callers and daily routines. not recommended for gamers or techies who are much interested in multi tasking and using multiple apps. As like all the time miui is the best user interface everyone should accept at that price range. This only thing I don't like in Xiaomi is they don't provide us a good pair of earphones.Oh sorry I forgot to mention the product meterial is very delicate and made out of plastic fibre. Bet not recommended...,0,0,3,Balu Vydana,nice product simple handy good choice caller daily routine recommend gamer techie much interested multi task use multiple app like time miui good user interface everyone accept price range thing I like xiaomi provide good pair earphonesoh sorry I forgot mention product meterial delicate make plastic fibre bet recommend,"['nice', 'product', 'simple', 'handy', 'good', 'choice', 'caller', 'daily', 'routine', 'recommend', 'gamer', 'techie', 'much', 'interested', 'multi', 'task', 'use', 'multiple', 'app', 'like', 'time', 'miui', 'good', 'user', 'interface', 'everyone', 'accept', 'price', 'range', 'thing', 'i', 'like', 'xiaomi', 'provide', 'good', 'pair', 'earphonesoh', 'sorry', 'i', 'forgot', 'mention', 'product', 'meterial', 'delicate', 'make', 'plastic', 'fibre', 'bet', 'recommend']",0.9312334656715393,0.918199896812439,0.940047025680542,0.9584801197052002,0.9121686220169067,0
155,ECMB000005,ECMB0000050000156,Just wow!,Super nice,0,0,5,Flipkart Customer,super nice,"['super', 'nice']",0.929043710231781,0.9274179339408875,0.9327201247215271,0.9166109561920166,0.9274657368659973,1
374,ECMB000055,ECMB0000550000375,Super!,Ok,1,0,5,Irfan Pathan,ok,['ok'],0.6818337440490723,0.7659127712249756,0.7527109980583191,0.7463603019714355,0.7738435864448547,1
5043,ECMB000010,ECMB0000100005044,Worth the money,Good not bad,0,0,4,Kartik Naik,good bad,"['good', 'bad']",0.696023166179657,0.6843493580818176,0.7469078898429871,0.7171003222465515,0.678687572479248,1
1000,ECMB000023,ECMB0000230001001,Terrific,beyond the words.. great..fast delivery,4,1,5,Venu pillai Narayana,beyond word greatfast delivery,"['beyond', 'word', 'greatfast', 'delivery']",0.9218347072601318,0.9032266736030579,0.9728263020515442,0.9651325941085815,0.9015980362892151,1
119,ECMB000049,ECMB0000490000120,Does the job,Ok,5,1,3,Balaji Nakka,ok,['ok'],0.6818337440490723,0.7659127712249756,0.7527109980583191,0.7463603019714355,0.7738435864448547,0
157,ECMB000015,ECMB0000150000158,Good,Speaker sound is rip up,1,0,3,Anubhav Singh,speaker sound rip,"['speaker', 'sound', 'rip']",0.9122030138969421,0.899182915687561,0.9472044706344604,0.9098095297813416,0.9273005127906799,0
267,ECMB000058,ECMB0000580000268,Nice,Nice,0,0,3,Livinci Livi,nice,['nice'],0.922187864780426,0.8793666362762451,0.8529798984527588,0.9016056656837463,0.8379616737365723,0
570,ECMB000010,ECMB0000100000571,Simply awesome,I m fully satisfied 👍 All section r superb .. delivery guy also politeness .. like the most part is battery backup .. really awesome .. just go for it ..TQ U Flipkart 💕💕 ..,0,0,5,Debasis Debasis,I fully satisfied thumb section r superb delivery guy also politeness like part battery backup really awesome go tq u flipkart two heart two heart,"['i', 'fully', 'satisfied', 'thumb', 'section', 'r', 'superb', 'delivery', 'guy', 'also', 'politeness', 'like', 'part', 'battery', 'backup', 'really', 'awesome', 'go', 'tq', 'u', 'flipkart', 'two', 'heart', 'two', 'heart']",0.9219555258750916,0.9076194167137146,0.9498163461685181,0.9573541879653931,0.9121588468551636,1
159,ECMB000007,ECMB0000070000160,Best in the market!,Super,0,0,5,Latha Papu,super,['super'],0.8282282948493958,0.8685159683227539,0.901160478591919,0.8166494965553284,0.9129087328910828,1
7690,ECMB000010,ECMB0000100007691,Mind-blowing purchase,Suppor,0,0,5,prince  yadav,suppor,['suppor'],0.7786974906921387,0.8394226431846619,0.8164052367210388,0.7233549356460571,0.9104136228561401,1
534,ECMB000032,ECMB0000320000535,Mind-blowing purchase,Good,0,0,5,Flipkart Customer,good,['good'],0.4585410952568054,0.4807157516479492,0.5032537579536438,0.4673970341682434,0.4955277442932129,1
8186,ECMB000010,ECMB0000100008187,Terrific,Nice,0,0,5,Gopi Kishore,nice,['nice'],0.922187864780426,0.8793666362762451,0.8529798984527588,0.9016056656837463,0.8379616737365723,1
167,ECMB000003,ECMB0000030000168,Just okay,Average,0,0,3,Sarath  S,average,['average'],0.8244413137435913,0.8582956194877625,0.9089235067367554,0.907703161239624,0.8417526483535767,0
293,ECMB000052,ECMB0000520000294,Decent product,"good budget phone, but don't expect much from its battery and camera.processor is fairly good for the budget and lite gaming.overall good for daily normal use.but camera could have been bettery same for the battery backup.",0,0,3,Flipkart Customer,good budget phone expect much battery cameraprocessor fairly good budget lite gamingoverall good daily normal usebut camera could bettery battery backup,"['good', 'budget', 'phone', 'expect', 'much', 'battery', 'cameraprocessor', 'fairly', 'good', 'budget', 'lite', 'gamingoverall', 'good', 'daily', 'normal', 'usebut', 'camera', 'could', 'bettery', 'battery', 'backup']",0.9114392995834351,0.9286558032035828,0.9495205879211426,0.9342536330223083,0.927605926990509,0
897,ECMB000005,ECMB0000050000898,Good,good product,0,0,3,SUKHWINDER SINGH,good product,"['good', 'product']",0.7933376431465149,0.9066085815429688,0.8424346446990967,0.7763906717300415,0.9344140887260437,0
814,ECMB000049,ECMB0000490000815,Just okay,I'm not Satisfied  Battery Backup,0,0,3,Krishna Kumar,I satisfied battery backup,"['i', 'satisfied', 'battery', 'backup']",0.8961081504821777,0.8951510787010193,0.9203385710716248,0.9436611533164978,0.891464352607727,0
553,ECMB000005,ECMB0000050000554,Decent product,Nice,0,0,3,Jaynath  Yadav,nice,['nice'],0.922187864780426,0.8793666362762451,0.8529798984527588,0.9016056656837463,0.8379616737365723,0
821,ECMB000032,ECMB0000320000822,Just okay,I'm not Satisfied  Battery Backup,0,0,3,Krishna Kumar,I satisfied battery backup,"['i', 'satisfied', 'battery', 'backup']",0.8961081504821777,0.8951510787010193,0.9203385710716248,0.9436611533164978,0.891464352607727,0
422,ECMB000053,ECMB0000530000423,Just wow!,"Probably the best under 20k phone right now. It looks good, feels goods, sounds awesome.Even in 13MP mode the camera takes good pictures. Low lights are pretty good too.It can take Slow motion videos too ( 1080p at 120fps means that at most 5 times slower is possible)However, I did not find any settings to change the rate of slow motion .Okay, some things about the 48MP camera :This is just a special feature for taking raw pictures only and not for video. The reason being very simple....",3,3,5,Arka Bhowmik,probably good 20k phone right look good feel good sound awesomeeven 13mp mode camera take good picture low light pretty good tooit take slow motion video 1080p 120fps mean 5 time slow possiblehowever I find setting change rate slow motion okay thing 48mp camera special feature take raw picture video reason simple,"['probably', 'good', '20k', 'phone', 'right', 'look', 'good', 'feel', 'good', 'sound', 'awesomeeven', '13mp', 'mode', 'camera', 'take', 'good', 'picture', 'low', 'light', 'pretty', 'good', 'tooit', 'take', 'slow', 'motion', 'video', '1080p', '120fps', 'mean', '5', 'time', 'slow', 'possiblehowever', 'i', 'find', 'setting', 'change', 'rate', 'slow', 'motion', 'okay', 'thing', '48mp', 'camera', 'special', 'feature', 'take', 'raw', 'picture', 'video', 'reason', 'simple']",0.9379894733428955,0.906680166721344,0.937772274017334,0.9511279463768005,0.8997586965560913,1
615,ECMB000012,ECMB0000120000616,Just okay,Ok,0,0,3,Avadhesh  Kumar,ok,['ok'],0.6818337440490723,0.7659127712249756,0.7527109980583191,0.7463603019714355,0.7738435864448547,0
7325,ECMB000010,ECMB0000100007326,Great product,Average,0,0,5,Mohd Imran Khan,average,['average'],0.8244413137435913,0.8582956194877625,0.9089235067367554,0.907703161239624,0.8417526483535767,1
267,ECMB000065,ECMB0000650000268,Value-for-money,good product,0,0,4,DAISY A S,good product,"['good', 'product']",0.7933376431465149,0.9066085815429688,0.8424346446990967,0.7763906717300415,0.9344140887260437,1
101,ECMB000007,ECMB0000070000102,Nice,Good,0,0,3,Rameher Kumar,good,['good'],0.4585410952568054,0.4807157516479492,0.5032537579536438,0.4673970341682434,0.4955277442932129,0
401,ECMB000052,ECMB0000520000402,Brilliant,ya it's a good mobile it's outlook is nice                   really it have new and many more features but one objection is it haven't IR blaster and l managed it                it mobile performs is also very well and nice                      and I also used it and I bought black ⚫color version     AND I THINK IT'S A GOOD MOBILE IN THIS PRISE RANGE............ ₹7999,0,0,5,Ashish Dubey,ya good mobile outlook nice really new many feature one objection ir blaster l manage mobile perform also well nice I also use I buy black black circlecolor version I think good mobile prise range 7999,"['ya', 'good', 'mobile', 'outlook', 'nice', 'really', 'new', 'many', 'feature', 'one', 'objection', 'ir', 'blaster', 'l', 'manage', 'mobile', 'perform', 'also', 'well', 'nice', 'i', 'also', 'use', 'i', 'buy', 'black', 'black', 'circlecolor', 'version', 'i', 'think', 'good', 'mobile', 'prise', 'range', '7999']",0.926856517791748,0.8982836008071899,0.9382991790771484,0.9626202583312988,0.8873004913330078,1
226,ECMB000081,ECMB0000810000227,Good,it's nice,0,0,3,Flipkart Customer,nice,['nice'],0.922187864780426,0.8793666362762451,0.8529798984527588,0.9016056656837463,0.8379616737365723,0
803,ECMB000039,ECMB0000390000804,Worth every penny,Awasome product,0,0,5,PRATAP SAHOO,awasome product,"['awasome', 'product']",0.8672305345535278,0.956807553768158,0.8825271129608154,0.8301671147346497,0.964142918586731,1
952,ECMB000049,ECMB0000490000953,Excellent,I don't interest in this phone,0,0,5,Flipkart Customer,I interest phone,"['i', 'interest', 'phone']",0.9561870098114014,0.8332964181900024,0.9185196757316589,0.9410291314125061,0.8283993601799011,1
1152,ECMB000010,ECMB0000100001153,Good,camera quality is not to GooD,3,2,3,Vivek  Pal,camera quality good,"['camera', 'quality', 'good']",0.8715911507606506,0.9101715087890625,0.9147024154663086,0.9139897227287292,0.9179070591926575,0
191,ECMB000004,ECMB0000040000192,Delightful,Product is good,0,0,4,naidu ronanki,product good,"['product', 'good']",0.7933376431465149,0.9066086411476135,0.8424346446990967,0.7763906717300415,0.9344140887260437,1
233,ECMB000028,ECMB0000280000234,Good quality product,Good,22,7,4,Takshat Patel,good,['good'],0.4585410952568054,0.4807157516479492,0.5032537579536438,0.4673970341682434,0.4955277442932129,1
198,ECMB000080,ECMB0000800000199,Good,very good mobile in y2 series good camera but battery is not getting 1 day,1,1,3,Vaishnav AM,good mobile y2 series good camera battery get 1 day,"['good', 'mobile', 'y2', 'series', 'good', 'camera', 'battery', 'get', '1', 'day']",0.8799898624420166,0.876654863357544,0.934287965297699,0.9315565824508667,0.8636789321899414,0
41,ECMB000003,ECMB0000030000042,Nice product,Very good,5,4,4,Vinod Kumar ,good,['good'],0.4585410952568054,0.4807157516479492,0.5032537579536438,0.4673970341682434,0.4955277442932129,1
386,ECMB000025,ECMB0000250000387,Does the job,A good device for budget phone,0,0,3,dev thakkar,good device budget phone,"['good', 'device', 'budget', 'phone']",0.916295051574707,0.890045166015625,0.9137567281723022,0.9301882386207581,0.8659476637840271,0
1980,ECMB000010,ECMB0000100001981,Fair,Good,0,0,3,Anil Kumar,good,['good'],0.4585410952568054,0.4807157516479492,0.5032537579536438,0.4673970341682434,0.4955277442932129,0
216,ECMB000008,ECMB0000080000217,Brilliant,It's a awasome phone in this Valuable Rate..,0,0,5,Arun Pandit,awasome phone valuable rate,"['awasome', 'phone', 'valuable', 'rate']",0.9488446116447449,0.9019363522529602,0.9509491324424744,0.9613182544708252,0.8874579071998596,1
146,ECMB000004,ECMB0000040000147,Highly recommended,Super but camera,0,0,5,Flipkart Customer,super camera,"['super', 'camera']",0.8697521090507507,0.960098385810852,0.9368047118186951,0.869871973991394,0.9741966128349304,1
839,ECMB000047,ECMB0000470000840,Good choice,When i receive this flipkart packet box its looking goodBut the main box seal was breaked.. Luckily All Part of mobile & Accessories are available...Why the Main Box Seal Was Broken....?,0,0,4,Pritam Biswas,I receive flipkart packet box look goodbut main box seal break part mobile accessory availablewhy main box seal break,"['i', 'receive', 'flipkart', 'packet', 'box', 'look', 'goodbut', 'main', 'box', 'seal', 'break', 'part', 'mobile', 'accessory', 'availablewhy', 'main', 'box', 'seal', 'break']",0.920124888420105,0.9115681648254395,0.9377583265304565,0.965071439743042,0.9005273580551147,1
455,ECMB000024,ECMB0000240000456,Fair,My old note 5 pro is better than 9 pro..,0,0,3,Flipkart Customer,old note 5 pro well 9 pro,"['old', 'note', '5', 'pro', 'well', '9', 'pro']",0.9259818196296692,0.8941923975944519,0.9287843108177185,0.9227504134178162,0.8958873748779297,0
854,ECMB000005,ECMB0000050000855,Does the job,Good one,0,0,3,SUMAN KUMAR RAKSHIT,good one,"['good', 'one']",0.8392313718795776,0.7296351790428162,0.8263802528381348,0.801903486251831,0.7161920666694641,0
184,ECMB000012,ECMB0000120000185,Value-for-money,It is nice phones,0,0,4,Amrit  Rana ,nice phone,"['nice', 'phone']",0.9759878516197205,0.8823429942131042,0.8878809809684753,0.9095181822776794,0.8578647971153259,1
3651,ECMB000010,ECMB0000100003652,Does the job,Best phone.,0,0,3,SIKENDER SAHANI,good phone,"['good', 'phone']",0.9358049631118774,0.8343662619590759,0.8740506768226624,0.8528568148612976,0.8366810083389282,0
9414,ECMB000010,ECMB0000100009415,Good,Mobile is good but about 2 and 3 hour continues use... Mobile is hot.... Temperature level is very high,0,0,3,sayli joshi,mobile good 2 3 hour continue use mobile hot temperature level high,"['mobile', 'good', '2', '3', 'hour', 'continue', 'use', 'mobile', 'hot', 'temperature', 'level', 'high']",0.9260515570640564,0.8794593811035156,0.9441928267478943,0.9582593441009521,0.8750466108322144,0
272,ECMB000036,ECMB0000360000273,Nice product,"Good, Better, Best",1,1,4,Flipkart Customer,good well good,"['good', 'well', 'good']",0.791389524936676,0.7788172960281372,0.8019460439682007,0.8220327496528625,0.7702831029891968,1
33,ECMB000001,ECMB0000010000034,Good,It's very good in a small amount.,3,1,3,Surendra  Sharma,good small amount,"['good', 'small', 'amount']",0.8283939957618713,0.7526711225509644,0.8382160663604736,0.8419046998023987,0.7702706456184387,0
205,ECMB000052,ECMB0000520000206,Does the job,not very good performers the camera also not good but it's ok if you want to like ok watch movie and all go for other brand,0,0,3,Flipkart Customer,good performer camera also good ok want like ok watch movie go brand,"['good', 'performer', 'camera', 'also', 'good', 'ok', 'want', 'like', 'ok', 'watch', 'movie', 'go', 'brand']",0.9178377389907837,0.9340923428535461,0.9487454295158386,0.942858099937439,0.9320722222328186,0
10,ECMB000025,ECMB0000250000011,Fabulous!,Good quality producin the price but nowadays most product in this range is getting better not better but although according to its reputation and satisfaction and service providing to customers is at a standard level the product got no complain.,4,2,5,Bighnes Vinayak Sabar,good quality producin price nowadays product range get well well although accord reputation satisfaction service provide customer standard level product get complain,"['good', 'quality', 'producin', 'price', 'nowadays', 'product', 'range', 'get', 'well', 'well', 'although', 'accord', 'reputation', 'satisfaction', 'service', 'provide', 'customer', 'standard', 'level', 'product', 'get', 'complain']",0.9238052368164062,0.9381003975868225,0.9332991242408752,0.9380805492401123,0.9379039406776428,1
594,ECMB000026,ECMB0000260000595,Fabulous!,very nice mobile,0,0,5,Narayan Singh,nice mobile,"['nice', 'mobile']",0.9109728932380676,0.8410991430282593,0.8734193444252014,0.9462970495223999,0.8039702773094177,1
488,ECMB000036,ECMB0000360000489,Good,Budget phone..,0,0,3,Vikash kr  Shaw,budget phone,"['budget', 'phone']",0.9374896883964539,0.8596492409706116,0.9248118996620178,0.8907984495162964,0.85909503698349,0
231,ECMB000073,ECMB0000730000232,Just okay,not a good,0,0,3,Flipkart Customer,good,['good'],0.4585410952568054,0.4807157516479492,0.5032537579536438,0.4673970341682434,0.4955277442932129,0
4301,ECMB000010,ECMB0000100004302,Just okay,It is good but display is very bad quality,0,0,3,Sk manirul Rahman,good display bad quality,"['good', 'display', 'bad', 'quality']",0.8586450815200806,0.8062058687210083,0.8624141216278076,0.9159032702445984,0.8218803405761719,0
856,ECMB000005,ECMB0000050000857,Wonderful,Nice,0,0,5,Kartick  Sharma,nice,['nice'],0.922187864780426,0.8793666362762451,0.8529798984527588,0.9016056656837463,0.8379616737365723,1
133,ECMB000065,ECMB0000650000134,Does the job,love,0,0,3,Subodh Sana,love,['love'],0.8020015954971313,0.7848294377326965,0.8216973543167114,0.9514257311820984,0.7322406768798828,0
21,ECMB000049,ECMB0000490000022,Must buy!,It has been 2 months when I bought it for my classes I use it all day and it discharge the next day I prefer to buy it great phone battery recharges in 1 hour best product great value of money,3,2,5,Jiya Anand  Jha,2 month I buy class I use day discharge next day I prefer buy great phone battery recharge 1 hour good product great value money,"['2', 'month', 'i', 'buy', 'class', 'i', 'use', 'day', 'discharge', 'next', 'day', 'i', 'prefer', 'buy', 'great', 'phone', 'battery', 'recharge', '1', 'hour', 'good', 'product', 'great', 'value', 'money']",0.9229490160942078,0.9178743362426758,0.9579002857208252,0.9360474944114685,0.9230208396911621,1
89,ECMB000032,ECMB0000320000090,Mind-blowing purchase,"good quality, premium look black",18,5,5,Bablu Bablu,good quality premium look black,"['good', 'quality', 'premium', 'look', 'black']",0.8769748210906982,0.8900196552276611,0.9100120663642883,0.9293957948684692,0.9007167220115662,1
7639,ECMB000010,ECMB0000100007640,Mind-blowing purchase,Everything is perfect in this price range.,0,0,5,Bhojendra Pardhi,everything perfect price range,"['everything', 'perfect', 'price', 'range']",0.9338199496269226,0.9396468997001648,0.9541635513305664,0.9422219395637512,0.9359652996063232,1
4,ECMB000057,ECMB0000570000005,Best Redmi Note Ever !! Best Option under 15K range !! ❤️,"This Phone is Just Fabulous!!First of all Thanks to Flipkart & Ekart Logistics for delivering the product before completing 24 hours of placing the order !!Phone was well packed and I loved it ..In Packet Accessories:Phone, Back Cover, Travel Adaptor, Data Cable, SIM Ejection PinPros:* Premium Design* 18:9 Aspect Ratio Display* Rounded Display Corners* Qualcomm Snapdragon 636 Processor* Huge 4000 mAh Battery* Front & Rear Camera both are awesomeCons:* No USB Type-C in 2018 Th...",145,30,5,Lovely Bhushan,phone fabulousfirst thank flipkart ekart logistic deliver product complete 24 hour place order phone well pack I love packet accessoriesphone back cover travel adaptor datum cable sim ejection pinpros premium design 189 aspect ratio display round display corner qualcomm snapdragon 636 processor huge 4000 mah battery front rear camera awesomecon usb typec 2018 th,"['phone', 'fabulousfirst', 'thank', 'flipkart', 'ekart', 'logistic', 'deliver', 'product', 'complete', '24', 'hour', 'place', 'order', 'phone', 'well', 'pack', 'i', 'love', 'packet', 'accessoriesphone', 'back', 'cover', 'travel', 'adaptor', 'datum', 'cable', 'sim', 'ejection', 'pinpros', 'premium', 'design', '189', 'aspect', 'ratio', 'display', 'round', 'display', 'corner', 'qualcomm', 'snapdragon', '636', 'processor', 'huge', '4000', 'mah', 'battery', 'front', 'rear', 'camera', 'awesomecon', 'usb', 'typec', '2018', 'th']",0.9339553117752075,0.9432410001754761,0.9458532333374023,0.940679669380188,0.9424331784248352,1
167,ECMB000002,ECMB0000020000168,Just okay,Average,0,0,3,Sarath  S,average,['average'],0.8244413137435913,0.8582956194877625,0.9089235067367554,0.907703161239624,0.8417526483535767,0
